Record,Date/Time,10,Tamb(C),Rh(%),Pres(hPa),Tir(¡æ),Rain,Vint(cm),Lqint(mm),CloudBase(km),0.000km,0.050km,0.100km,0.150km,0.200km,0.250km,0.300km,0.350km,0.400km,0.450km,0.500km,0.600km,0.700km,0.800km,0.900km,1.000km,1.100km,1.200km,1.300km,1.400km,1.500km,1.600km,1.700km,1.800km,1.900km,2.000km,2.250km,2.500km,2.750km,3.000km,3.250km,3.500km,3.750km,4.000km,4.250km,4.500km,4.750km,5.000km,5.250km,5.500km,5.750km,6.000km,6.250km,6.500km,6.750km,7.000km,7.250km,7.500km,7.750km,8.000km,8.250km,8.500km,8.750km,9.000km,9.250km,9.500km,9.750km,10.000km
905,2018-08-02 14:36:38,14,31.000,68.000,1000.300,-3.08,0,4.391,0.140,5.869,0.004,0.005,0.006,0.007,0.009,0.009,0.010,0.011,0.012,0.013,0.015,0.017,0.020,0.021,0.020,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.017,0.017,0.015,0.015,0.014,0.014,0.014,0.015,0.015,0.014,0.013,0.014,0.014,0.014,0.014,0.014,0.014,0.013,0.014,0.012,0.010,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
906,2018-08-02 14:40:31,11,30.900,70.300,1000.300,-3.07,0,4.394,0.149,5.873,30.900,30.387,29.981,29.552,29.097,28.744,28.444,28.119,27.682,27.316,26.826,26.280,25.622,25.074,24.428,23.784,22.973,22.250,21.523,20.977,20.369,19.715,19.042,18.442,17.950,17.174,16.076,14.776,13.524,12.375,11.191,10.053,8.803,7.414,6.006,4.526,3.129,1.765,0.468,-0.988,-2.397,-3.767,-5.159,-6.600,-8.025,-9.461,-10.650,-11.790,-12.955,-14.235,-15.646,-17.065,-18.407,-19.676,-20.991,-22.518,-24.204,-25.757
907,2018-08-02 14:40:31,12,30.900,70.300,1000.300,-3.07,0,4.394,0.149,5.873,22.554,22.877,22.716,22.417,22.144,21.881,21.608,21.294,20.928,20.611,20.197,19.533,18.647,17.799,17.103,16.515,15.946,15.327,14.748,14.183,13.701,13.163,12.549,11.881,11.353,10.628,9.568,8.242,7.013,5.949,5.072,4.369,3.740,3.201,2.768,2.437,2.187,1.987,1.805,1.627,1.456,1.307,1.190,1.101,1.025,0.948,0.861,0.765,0.668,0.574,0.487,0.407,0.334,0.270,0.214,0.167,0.130,0.098
908,2018-08-02 14:40:31,13,30.900,70.300,1000.300,-3.07,0,4.394,0.149,5.873,70.301,73.305,74.400,75.146,76.090,76.646,76.943,77.186,77.705,78.086,78.621,78.375,77.620,76.399,76.133,76.244,77.097,77.240,77.500,76.927,76.987,76.844,76.217,74.766,73.560,72.127,69.361,64.652,59.401,54.107,49.678,45.981,42.632,39.907,37.823,36.722,36.192,36.061,35.799,35.692,35.256,34.881,35.108,36.058,37.310,38.395,38.159,36.990,35.335,33.548,31.818,29.787,27.253,24.452,21.630,19.228,17.217,14.908
909,2018-08-02 14:40:31,14,30.900,70.300,1000.300,-3.07,0,4.394,0.149,5.873,0.004,0.006,0.008,0.009,0.011,0.011,0.013,0.014,0.015,0.016,0.018,0.021,0.024,0.025,0.024,0.022,0.021,0.021,0.022,0.023,0.022,0.022,0.020,0.020,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.016,0.015,0.016,0.015,0.016,0.016,0.015,0.015,0.014,0.014,0.012,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
910,2018-08-02 14:44:24,11,31.100,68.300,1000.200,-2.22,0,4.401,0.153,5.744,31.100,30.609,30.219,29.802,29.350,29.009,28.715,28.403,27.971,27.609,27.123,26.607,25.966,25.432,24.806,24.183,23.381,22.674,21.973,21.439,20.829,20.175,19.509,18.923,18.431,17.640,16.525,15.217,13.943,12.747,11.507,10.338,9.080,7.661,6.217,4.708,3.292,1.907,0.612,-0.837,-2.254,-3.644,-5.053,-6.510,-7.938,-9.372,-10.546,-11.698,-12.886,-14.181,-15.611,-17.034,-18.390,-19.682,-21.043,-22.599,-24.314,-25.878
911,2018-08-02 14:44:24,12,31.100,68.300,1000.200,-2.22,0,4.401,0.153,5.744,22.149,22.481,22.321,22.020,21.750,21.488,21.218,20.907,20.552,20.247,19.840,19.191,18.337,17.541,16.895,16.351,15.818,15.237,14.698,14.172,13.712,13.185,12.577,11.917,11.390,10.669,9.613,8.299,7.083,6.031,5.161,4.463,3.841,3.307,2.871,2.533,2.272,2.059,1.865,1.676,1.497,1.341,1.220,1.127,1.049,0.969,0.880,0.782,0.682,0.587,0.498,0.416,0.342,0.276,0.220,0.172,0.133,0.100
912,2018-08-02 14:44:24,13,31.100,68.300,1000.200,-2.22,0,4.401,0.153,5.744,68.301,71.179,72.172,72.824,73.717,74.192,74.442,74.615,75.104,75.476,75.971,75.618,74.876,73.794,73.621,73.800,74.721,74.940,75.257,74.837,75.013,74.929,74.317,72.892,71.724,70.413,67.830,63.379,58.473,53.600,49.560,46.134,43.008,40.569,38.701,37.706,37.183,37.001,36.615,36.370,35.895,35.484,35.697,36.677,37.911,38.994,38.705,37.556,35.893,34.174,32.457,30.381,27.878,25.018,22.346,19.951,17.793,15.382
913,2018-08-02 14:44:24,14,31.100,68.300,1000.200,-2.22,0,4.401,0.153,5.744,0.004,0.005,0.007,0.008,0.010,0.010,0.012,0.012,0.014,0.015,0.016,0.019,0.022,0.023,0.022,0.020,0.020,0.020,0.020,0.021,0.021,0.021,0.019,0.019,0.017,0.017,0.016,0.016,0.016,0.017,0.016,0.015,0.015,0.016,0.015,0.016,0.016,0.015,0.015,0.014,0.015,0.013,0.011,0.011,0.011,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
914,2018-08-02 14:48:17,11,30.900,70.900,1000.200,-1.46,0,4.438,0.149,5.682,30.900,30.437,30.066,29.662,29.227,28.899,28.613,28.311,27.899,27.565,27.115,26.625,26.023,25.523,24.939,24.363,23.625,22.974,22.321,21.823,21.249,20.623,19.976,19.400,18.917,18.141,17.026,15.715,14.419,13.205,11.934,10.745,9.457,8.037,6.597,5.081,3.642,2.259,0.985,-0.446,-1.836,-3.207,-4.605,-6.054,-7.472,-8.902,-10.064,-11.211,-12.386,-13.667,-15.112,-16.558,-17.925,-19.213,-20.613,-22.193,-23.929,-25.525
915,2018-08-02 14:48:17,12,30.900,70.900,1000.200,-1.46,0,4.438,0.149,5.682,22.746,23.079,22.920,22.620,22.344,22.081,21.808,21.490,21.122,20.801,20.386,19.719,18.831,17.973,17.270,16.676,16.100,15.472,14.881,14.304,13.815,13.277,12.661,11.989,11.457,10.725,9.659,8.323,7.083,6.003,5.114,4.402,3.764,3.220,2.781,2.449,2.199,1.999,1.816,1.637,1.465,1.316,1.199,1.111,1.034,0.956,0.868,0.771,0.673,0.579,0.491,0.409,0.336,0.271,0.215,0.168,0.130,0.099
916,2018-08-02 14:48:17,13,30.900,70.900,1000.200,-1.46,0,4.438,0.149,5.682,70.899,73.752,74.726,75.378,76.237,76.697,76.939,77.082,77.492,77.731,78.098,77.618,76.649,75.230,74.692,74.506,75.004,74.803,74.685,73.877,73.755,73.509,72.796,71.297,70.099,68.706,66.130,61.665,56.786,51.861,47.815,44.339,41.144,38.554,36.567,35.565,35.155,35.079,34.757,34.579,34.096,33.743,33.984,34.960,36.124,37.125,36.794,35.659,34.062,32.364,30.745,28.733,26.357,23.620,21.054,18.816,16.811,14.759
917,2018-08-02 14:48:17,14,30.900,70.900,1000.200,-1.46,0,4.438,0.149,5.682,0.005,0.007,0.008,0.010,0.012,0.012,0.014,0.015,0.017,0.017,0.020,0.023,0.026,0.027,0.025,0.023,0.023,0.023,0.023,0.024,0.024,0.023,0.021,0.021,0.019,0.020,0.018,0.018,0.017,0.018,0.017,0.016,0.016,0.017,0.016,0.016,0.016,0.015,0.015,0.014,0.015,0.013,0.011,0.011,0.010,0.010,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
918,2018-08-02 14:52:11,11,30.800,69.600,1000.200,-1.95,0,4.440,0.140,5.785,30.800,30.448,30.129,29.763,29.377,29.085,28.834,28.562,28.209,27.916,27.525,27.102,26.571,26.125,25.608,25.079,24.392,23.798,23.210,22.716,22.149,21.528,20.902,20.328,19.830,19.009,17.839,16.477,15.107,13.791,12.412,11.144,9.779,8.304,6.812,5.270,3.787,2.378,1.085,-0.339,-1.755,-3.154,-4.559,-6.016,-7.473,-8.915,-10.074,-11.264,-12.504,-13.791,-15.251,-16.753,-18.203,-19.583,-21.084,-22.711,-24.463,-26.148
919,2018-08-02 14:52:11,12,30.800,69.600,1000.200,-1.95,0,4.440,0.140,5.785,22.210,22.517,22.351,22.052,21.783,21.520,21.250,20.938,20.577,20.263,19.849,19.188,18.312,17.482,16.806,16.230,15.674,15.072,14.513,13.967,13.497,12.965,12.360,11.706,11.191,10.485,9.443,8.145,6.944,5.910,5.053,4.364,3.746,3.215,2.785,2.454,2.203,1.999,1.813,1.632,1.459,1.309,1.191,1.101,1.023,0.945,0.857,0.762,0.665,0.572,0.486,0.407,0.335,0.270,0.215,0.168,0.130,0.098
920,2018-08-02 14:52:11,13,30.800,69.600,1000.200,-1.95,0,4.440,0.140,5.785,69.601,71.913,72.622,73.082,73.717,73.995,74.071,74.077,74.222,74.272,74.337,73.560,72.299,70.753,70.009,69.647,69.914,69.526,69.227,68.530,68.413,68.109,67.328,65.935,64.897,63.806,61.589,57.638,53.383,49.243,45.858,42.869,40.112,37.834,36.108,35.208,34.878,34.796,34.461,34.217,33.762,33.435,33.642,34.545,35.738,36.728,36.349,35.380,33.960,32.280,30.765,29.044,26.882,24.264,21.904,19.667,17.609,15.432
921,2018-08-02 14:52:11,14,30.800,69.600,1000.200,-1.95,0,4.440,0.140,5.785,0.004,0.006,0.008,0.009,0.010,0.011,0.012,0.013,0.015,0.016,0.018,0.020,0.023,0.024,0.023,0.021,0.021,0.021,0.021,0.022,0.022,0.021,0.020,0.019,0.017,0.018,0.016,0.017,0.016,0.017,0.016,0.015,0.015,0.016,0.015,0.015,0.016,0.015,0.015,0.014,0.014,0.012,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
922,2018-08-02 14:56:03,11,30.600,72.100,1000.200,11.06,0,4.476,0.163,3.339,30.600,30.134,29.758,29.353,28.928,28.598,28.310,28.003,27.597,27.267,26.818,26.311,25.696,25.179,24.593,24.003,23.262,22.593,21.925,21.409,20.819,20.193,19.533,18.941,18.441,17.660,16.524,15.198,13.929,12.735,11.486,10.294,9.016,7.604,6.190,4.693,3.275,1.902,0.629,-0.788,-2.155,-3.503,-4.891,-6.360,-7.789,-9.226,-10.385,-11.551,-12.732,-14.021,-15.452,-16.895,-18.264,-19.567,-20.970,-22.535,-24.241,-25.844
923,2018-08-02 14:56:03,12,30.600,72.100,1000.200,11.06,0,4.476,0.163,3.339,22.761,23.101,22.947,22.650,22.374,22.114,21.844,21.528,21.159,20.835,20.421,19.764,18.886,18.032,17.332,16.743,16.166,15.530,14.928,14.344,13.855,13.334,12.735,12.076,11.557,10.846,9.812,8.505,7.288,6.207,5.305,4.569,3.914,3.355,2.905,2.561,2.300,2.089,1.897,1.708,1.529,1.375,1.254,1.161,1.081,0.997,0.903,0.801,0.697,0.597,0.505,0.419,0.343,0.276,0.218,0.171,0.133,0.101
924,2018-08-02 14:56:03,13,30.600,72.100,1000.200,11.06,0,4.476,0.163,3.339,72.101,75.039,76.071,76.754,77.592,78.084,78.354,78.533,78.928,79.149,79.528,79.165,78.290,76.943,76.436,76.345,76.884,76.734,76.648,75.876,75.838,75.695,75.144,73.785,72.732,71.496,69.232,65.022,60.212,55.208,51.010,47.360,44.013,41.316,39.219,38.164,37.689,37.558,37.206,36.945,36.390,36.002,36.276,37.383,38.652,39.656,39.201,38.000,36.257,34.329,32.505,30.261,27.674,24.780,22.003,19.725,17.680,15.493
925,2018-08-02 14:56:03,14,30.600,72.100,1000.200,11.06,0,4.476,0.163,3.339,0.006,0.009,0.011,0.012,0.015,0.015,0.018,0.018,0.021,0.022,0.025,0.029,0.032,0.033,0.032,0.029,0.029,0.029,0.029,0.031,0.031,0.030,0.027,0.028,0.024,0.026,0.023,0.024,0.023,0.024,0.023,0.021,0.020,0.021,0.020,0.020,0.020,0.018,0.018,0.017,0.017,0.015,0.013,0.012,0.012,0.010,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
926,2018-08-02 14:59:57,11,30.500,70.100,1000.200,0.45,0,4.429,0.161,5.371,30.500,30.131,29.798,29.423,29.036,28.736,28.476,28.199,27.848,27.556,27.169,26.742,26.212,25.767,25.267,24.754,24.092,23.513,22.946,22.468,21.917,21.310,20.701,20.138,19.649,18.841,17.695,16.355,15.003,13.701,12.343,11.096,9.747,8.292,6.806,5.274,3.812,2.421,1.133,-0.277,-1.659,-3.029,-4.419,-5.865,-7.311,-8.741,-9.887,-11.068,-12.297,-13.586,-15.038,-16.533,-17.969,-19.355,-20.878,-22.516,-24.265,-25.962
927,2018-08-02 14:59:57,12,30.500,70.100,1000.200,0.45,0,4.429,0.161,5.371,22.011,22.311,22.146,21.851,21.584,21.323,21.054,20.745,20.388,20.073,19.658,19.000,18.136,17.317,16.651,16.081,15.525,14.924,14.370,13.831,13.367,12.855,12.277,11.654,11.167,10.498,9.509,8.270,7.121,6.117,5.265,4.565,3.935,3.392,2.948,2.602,2.334,2.113,1.912,1.717,1.534,1.375,1.251,1.154,1.071,0.984,0.889,0.788,0.685,0.588,0.499,0.416,0.341,0.275,0.219,0.171,0.133,0.100
928,2018-08-02 14:59:57,13,30.500,70.100,1000.200,0.45,0,4.429,0.161,5.371,70.099,72.483,73.255,73.763,74.411,74.726,74.838,74.868,75.009,75.047,75.083,74.306,73.044,71.499,70.701,70.281,70.435,69.971,69.584,68.834,68.664,68.387,67.662,66.375,65.444,64.524,62.552,58.954,55.094,51.255,47.984,44.984,42.227,39.953,38.227,37.311,36.893,36.674,36.223,35.841,35.254,34.828,34.973,35.831,36.954,37.768,37.193,36.059,34.439,32.667,31.070,29.175,26.853,24.259,21.936,19.693,17.717,15.497
929,2018-08-02 14:59:57,14,30.500,70.100,1000.200,0.45,0,4.429,0.161,5.371,0.005,0.007,0.009,0.010,0.012,0.012,0.014,0.015,0.017,0.018,0.020,0.023,0.026,0.027,0.026,0.024,0.023,0.024,0.024,0.025,0.025,0.024,0.022,0.022,0.020,0.020,0.019,0.019,0.018,0.019,0.018,0.017,0.017,0.018,0.017,0.017,0.017,0.016,0.016,0.015,0.016,0.013,0.011,0.011,0.011,0.010,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
930,2018-08-02 15:03:49,11,30.700,68.400,1000.200,1.51,0,4.457,0.148,5.160,30.700,30.292,29.932,29.533,29.126,28.798,28.528,28.237,27.869,27.542,27.129,26.665,26.101,25.629,25.091,24.540,23.828,23.206,22.594,22.092,21.529,20.900,20.284,19.709,19.228,18.424,17.316,15.995,14.646,13.379,12.095,10.910,9.585,8.147,6.660,5.150,3.727,2.354,1.036,-0.399,-1.814,-3.188,-4.574,-5.974,-7.425,-8.840,-10.016,-11.159,-12.359,-13.630,-15.056,-16.531,-17.924,-19.289,-20.727,-22.326,-24.029,-25.707
931,2018-08-02 15:03:49,12,30.700,68.400,1000.200,1.51,0,4.457,0.148,5.160,21.710,22.026,21.865,21.570,21.306,21.047,20.778,20.475,20.129,19.829,19.423,18.784,17.951,17.178,16.554,16.019,15.494,14.926,14.402,13.893,13.446,12.941,12.365,11.745,11.252,10.578,9.582,8.343,7.195,6.191,5.337,4.639,4.013,3.473,3.027,2.674,2.397,2.167,1.956,1.754,1.565,1.402,1.272,1.172,1.088,1.002,0.907,0.804,0.698,0.599,0.507,0.423,0.347,0.280,0.223,0.174,0.135,0.102
932,2018-08-02 15:03:49,13,30.700,68.400,1000.200,1.51,0,4.457,0.148,5.160,68.401,70.940,71.805,72.383,73.096,73.509,73.649,73.739,73.973,74.192,74.350,73.776,72.749,71.478,70.987,70.856,71.351,71.213,71.158,70.652,70.634,70.502,69.825,68.591,67.596,66.634,64.475,60.780,56.892,52.914,49.395,46.249,43.507,41.288,39.638,38.670,38.099,37.774,37.313,36.934,36.370,35.899,35.968,36.688,37.867,38.755,38.287,37.012,35.272,33.403,31.622,29.669,27.233,24.573,22.062,19.722,17.625,15.461
933,2018-08-02 15:03:49,14,30.700,68.400,1000.200,1.51,0,4.457,0.148,5.160,0.004,0.005,0.007,0.008,0.009,0.010,0.011,0.012,0.014,0.014,0.016,0.019,0.022,0.023,0.022,0.020,0.020,0.020,0.020,0.021,0.021,0.020,0.019,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.014,0.014,0.012,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
934,2018-08-02 15:07:42,11,30.700,69.900,1000.200,1.74,0,4.526,0.137,5.182,30.700,30.171,29.771,29.340,28.875,28.532,28.233,27.920,27.480,27.134,26.665,26.174,25.571,25.096,24.528,23.981,23.266,22.656,22.050,21.608,21.088,20.481,19.880,19.348,18.909,18.177,17.155,15.936,14.648,13.466,12.221,11.100,9.845,8.460,7.004,5.483,4.035,2.662,1.394,-0.038,-1.425,-2.803,-4.210,-5.625,-7.005,-8.412,-9.566,-10.666,-11.813,-13.087,-14.554,-16.001,-17.341,-18.580,-19.968,-21.572,-23.364,-24.940
935,2018-08-02 15:07:42,12,30.700,69.900,1000.200,1.74,0,4.526,0.137,5.182,22.186,22.518,22.363,22.066,21.799,21.538,21.266,20.958,20.606,20.298,19.886,19.236,18.384,17.580,16.924,16.362,15.810,15.216,14.660,14.123,13.656,13.148,12.572,11.951,11.456,10.777,9.779,8.536,7.377,6.351,5.473,4.751,4.102,3.542,3.083,2.722,2.440,2.207,1.995,1.789,1.597,1.431,1.300,1.200,1.113,1.025,0.926,0.820,0.711,0.609,0.514,0.427,0.349,0.281,0.223,0.175,0.136,0.102
936,2018-08-02 15:07:42,13,30.700,69.900,1000.200,1.74,0,4.526,0.137,5.182,69.901,73.001,74.081,74.826,75.816,76.324,76.606,76.802,77.366,77.677,78.105,77.639,76.744,75.365,74.912,74.697,75.175,74.913,74.734,73.850,73.593,73.397,72.690,71.288,70.126,68.894,66.440,62.403,58.325,53.991,50.256,46.799,43.747,41.272,39.465,38.496,37.995,37.682,37.121,36.744,36.118,35.658,35.815,36.598,37.562,38.366,37.790,36.361,34.451,32.554,30.813,28.704,26.122,23.261,20.705,18.607,16.767,14.454
937,2018-08-02 15:07:42,14,30.700,69.900,1000.200,1.74,0,4.526,0.137,5.182,0.004,0.006,0.007,0.008,0.010,0.010,0.012,0.012,0.014,0.015,0.017,0.019,0.022,0.023,0.022,0.020,0.019,0.019,0.020,0.021,0.020,0.020,0.018,0.018,0.016,0.017,0.015,0.015,0.015,0.016,0.015,0.014,0.014,0.015,0.014,0.014,0.015,0.014,0.014,0.013,0.014,0.012,0.010,0.010,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
938,2018-08-02 15:11:36,11,30.500,68.800,1000.000,0.57,0,4.585,0.144,5.347,30.500,30.188,29.881,29.526,29.166,28.882,28.639,28.378,28.060,27.786,27.429,27.031,26.530,26.105,25.633,25.133,24.484,23.924,23.383,22.899,22.341,21.727,21.123,20.557,20.055,19.215,18.035,16.668,15.273,13.917,12.509,11.231,9.842,8.357,6.838,5.291,3.811,2.411,1.115,-0.289,-1.690,-3.078,-4.463,-5.912,-7.388,-8.825,-9.966,-11.170,-12.435,-13.719,-15.171,-16.690,-18.167,-19.604,-21.178,-22.833,-24.569,-26.308
939,2018-08-02 15:11:36,12,30.500,68.800,1000.000,0.57,0,4.585,0.144,5.347,21.603,21.928,21.772,21.477,21.215,20.955,20.685,20.383,20.045,19.748,19.341,18.707,17.893,17.144,16.540,16.015,15.491,14.931,14.414,13.918,13.477,12.994,12.454,11.874,11.411,10.779,9.842,8.678,7.598,6.626,5.769,5.049,4.400,3.835,3.361,2.977,2.665,2.401,2.158,1.929,1.717,1.535,1.391,1.279,1.181,1.083,0.973,0.858,0.743,0.634,0.534,0.443,0.361,0.291,0.231,0.182,0.140,0.105
940,2018-08-02 15:11:36,13,30.500,68.800,1000.000,0.57,0,4.585,0.144,5.347,68.801,71.021,71.696,72.097,72.624,72.854,72.874,72.844,72.896,72.903,72.819,71.998,70.803,69.464,68.808,68.516,68.740,68.385,68.081,67.576,67.560,67.485,66.976,65.992,65.306,64.806,63.448,60.708,57.824,54.788,52.040,49.327,46.937,44.988,43.498,42.645,42.127,41.696,40.942,40.305,39.546,39.011,39.030,39.833,40.998,41.804,40.958,39.569,37.750,35.576,33.575,31.497,28.921,26.232,23.753,21.439,19.171,16.794
941,2018-08-02 15:11:36,14,30.500,68.800,1000.000,0.57,0,4.585,0.144,5.347,0.004,0.005,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.018,0.021,0.022,0.021,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.018,0.018,0.016,0.016,0.015,0.015,0.015,0.016,0.015,0.014,0.014,0.015,0.014,0.015,0.015,0.014,0.014,0.014,0.014,0.012,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
942,2018-08-02 15:15:29,11,30.400,70.700,999.900,11.57,0,4.581,0.150,3.407,30.400,30.049,29.729,29.363,28.991,28.704,28.455,28.187,27.850,27.572,27.197,26.780,26.258,25.824,25.337,24.834,24.179,23.614,23.058,22.583,22.029,21.422,20.810,20.243,19.744,18.928,17.768,16.422,15.056,13.740,12.361,11.104,9.747,8.283,6.795,5.257,3.782,2.389,1.116,-0.286,-1.668,-3.045,-4.440,-5.903,-7.354,-8.786,-9.925,-11.122,-12.364,-13.644,-15.098,-16.608,-18.064,-19.456,-20.988,-22.624,-24.370,-26.081
943,2018-08-02 15:15:29,12,30.400,70.700,999.900,11.57,0,4.581,0.150,3.407,22.080,22.407,22.253,21.957,21.690,21.430,21.157,20.849,20.500,20.189,19.774,19.127,18.284,17.489,16.843,16.285,15.733,15.138,14.584,14.049,13.586,13.093,12.540,11.944,11.470,10.822,9.868,8.675,7.564,6.563,5.687,4.954,4.295,3.724,3.250,2.874,2.578,2.328,2.100,1.882,1.677,1.503,1.365,1.257,1.164,1.067,0.961,0.847,0.734,0.627,0.527,0.437,0.356,0.286,0.227,0.179,0.138,0.104
944,2018-08-02 15:15:29,13,30.400,70.700,999.900,11.57,0,4.581,0.150,3.407,70.701,73.120,73.884,74.365,74.962,75.231,75.292,75.291,75.414,75.416,75.411,74.643,73.454,71.983,71.235,70.852,71.027,70.567,70.170,69.458,69.340,69.203,68.676,67.608,66.850,66.173,64.632,61.587,58.331,54.860,51.771,48.791,46.087,43.885,42.181,41.264,40.819,40.494,39.828,39.304,38.578,38.099,38.228,39.145,40.299,41.096,40.321,38.911,37.081,34.970,32.999,30.859,28.274,25.459,22.964,20.704,18.567,16.300
945,2018-08-02 15:15:29,14,30.400,70.700,999.900,11.57,0,4.581,0.150,3.407,0.005,0.007,0.008,0.009,0.011,0.012,0.013,0.014,0.016,0.017,0.019,0.022,0.025,0.026,0.024,0.022,0.022,0.022,0.022,0.024,0.023,0.023,0.021,0.021,0.018,0.019,0.017,0.017,0.017,0.018,0.017,0.016,0.015,0.016,0.016,0.016,0.016,0.015,0.015,0.014,0.015,0.013,0.011,0.011,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
946,2018-08-02 15:19:22,11,30.800,71.300,1000.000,-2.48,0,4.642,0.137,5.720,30.800,30.301,29.902,29.481,29.042,28.695,28.401,28.079,27.657,27.298,26.815,26.259,25.594,25.032,24.387,23.731,22.911,22.170,21.423,20.852,20.217,19.555,18.857,18.235,17.722,16.928,15.786,14.452,13.213,12.061,10.878,9.727,8.480,7.080,5.687,4.218,2.839,1.480,0.188,-1.253,-2.649,-4.003,-5.388,-6.853,-8.298,-9.741,-10.921,-12.085,-13.261,-14.544,-15.940,-17.355,-18.703,-19.992,-21.317,-22.827,-24.478,-26.044
947,2018-08-02 15:19:22,12,30.800,71.300,1000.000,-2.48,0,4.642,0.137,5.720,22.752,23.104,22.950,22.649,22.374,22.108,21.828,21.510,21.149,20.829,20.404,19.738,18.865,18.035,17.356,16.779,16.207,15.588,15.003,14.442,13.960,13.452,12.878,12.254,11.755,11.073,10.078,8.833,7.669,6.618,5.710,4.958,4.283,3.700,3.221,2.844,2.550,2.307,2.083,1.867,1.666,1.493,1.357,1.253,1.161,1.068,0.963,0.850,0.736,0.628,0.529,0.438,0.356,0.286,0.226,0.178,0.138,0.104
948,2018-08-02 15:19:22,13,30.800,71.300,1000.000,-2.48,0,4.642,0.137,5.720,71.300,74.374,75.489,76.218,77.111,77.649,77.910,78.140,78.634,78.990,79.475,79.290,78.651,77.596,77.440,77.698,78.639,78.915,79.295,78.901,79.140,79.272,79.075,78.063,77.205,76.257,74.348,70.677,66.225,61.383,57.040,53.270,49.840,47.132,44.948,43.741,43.023,42.676,42.116,41.714,41.052,40.530,40.706,41.807,43.120,44.166,43.547,42.009,39.875,37.603,35.364,32.784,29.797,26.620,23.504,20.946,18.742,16.247
949,2018-08-02 15:19:22,14,30.800,71.300,1000.000,-2.48,0,4.642,0.137,5.720,0.004,0.006,0.008,0.009,0.011,0.012,0.013,0.014,0.016,0.016,0.019,0.021,0.024,0.025,0.024,0.021,0.021,0.021,0.021,0.023,0.022,0.021,0.020,0.020,0.017,0.018,0.016,0.016,0.016,0.017,0.016,0.015,0.014,0.016,0.015,0.015,0.015,0.014,0.014,0.014,0.014,0.012,0.011,0.010,0.010,0.009,0.007,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
950,2018-08-02 15:23:15,11,30.900,70.200,999.900,-1.82,0,4.651,0.132,5.844,30.900,30.607,30.325,29.985,29.626,29.362,29.132,28.882,28.559,28.298,27.945,27.573,27.090,26.687,26.220,25.740,25.105,24.568,24.035,23.571,23.025,22.422,21.815,21.257,20.759,19.928,18.735,17.356,15.938,14.559,13.100,11.786,10.374,8.865,7.338,5.760,4.232,2.813,1.544,0.125,-1.290,-2.698,-4.103,-5.575,-7.033,-8.475,-9.614,-10.820,-12.083,-13.362,-14.842,-16.376,-17.869,-19.277,-20.854,-22.521,-24.308,-26.038
951,2018-08-02 15:23:15,12,30.900,70.200,999.900,-1.82,0,4.651,0.132,5.844,22.522,22.884,22.734,22.434,22.161,21.897,21.618,21.306,20.953,20.642,20.226,19.572,18.721,17.922,17.272,16.716,16.162,15.564,15.001,14.462,13.991,13.490,12.922,12.307,11.810,11.131,10.141,8.909,7.758,6.713,5.806,5.055,4.380,3.796,3.312,2.928,2.624,2.370,2.137,1.914,1.705,1.527,1.386,1.279,1.184,1.088,0.981,0.866,0.750,0.640,0.538,0.444,0.361,0.290,0.230,0.181,0.140,0.105
